name,description,meta_title,meta_description
Вал 1Н983.20.268,"Вал 1Н983.20.268 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.20.268.",1Н983.20.268 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.20.268 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Червяк 1А64.03.234,"Червяк 1А64.03.234 — червяк задней бабки. Обеспечивает передачу движения в червячной передаче.

Применяется на станках 1А64.

Позиция 152 по кинематической схеме
Число зубьев: 1
Модуль: 5.0
Ширина венца: 70 мм

При подборе сверяйте каталожный номер: 1А64.03.234.","Червяк 1А64.03.234 для бабка задняя станка 1М65, z=1, модуль 5","Купить червяк 1А64.03.234 для бабка задняя токарного станка 1М65/1А64. Позиция 152 по схеме, число зубьев 1, модуль 5. Запчасть для узла бабка задняя."
Колесо зубчатое муфта 1А64.07.261,"Колесо зубчатое муфта 1А64.07.261 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 53 по кинематической схеме
Число зубьев: 51
Модуль: 2.5
Ширина венца: 10 мм

При подборе сверяйте каталожный номер: 1А64.07.261.","Колесо зубч. 1А64.07.261 станка 1М65, z=51, модуль 2.5","Купить колесо зубчатое 1А64.07.261 для коробки подач токарного станка 1М65/1А64. Позиция 53 по схеме, число зубьев 51, модуль 2.5."
Колесо коническое FU400R 17.20.330-01 фрезерный станок,"Колесо коническое FU400R 17.20.330-01 фрезерный станок — запасная часть для токарного станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 17.20.330.",17.20.330 для FU400R — купить | ТД РУССтанкоСбыт,Купить 17.20.330 для FU400R. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.03.211,"Колесо зубчатое 1А64.03.211 — зубчатое колесо задней бабки. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в задней бабки токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 150 по кинематической схеме
Число зубьев: 45
Модуль: 2.0
Ширина венца: 15 мм

При подборе сверяйте каталожный номер: 1А64.03.211.","Колесо зубч. 1А64.03.211 станка 1М65, z=45, модуль 2","Купить колесо зубчатое 1А64.03.211 для бабка задняя токарного станка 1М65/1А64. Позиция 150 по схеме, число зубьев 45, модуль 2. Запчасть для узла бабка задняя."
Колесо зубчатое 16М50.70.167,"Колесо зубчатое 16М50.70.167 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 100 по кинематической схеме
Число зубьев: 34
Модуль: 2.5
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.167.","Колесо зубч. 16М50.70.167 станка 1М65, z=34, модуль 2.5","Купить колесо зубчатое 16М50.70.167 для коробки подач токарного станка 1М65/16М50. Позиция 100 по схеме, число зубьев 34, модуль 2.5."
Патрон 4-х кулачковый Ф1000 мм модель 165.09.000,"Патрон 4-х кулачковый Ф1000 мм модель 165.09.000 — токарный патрон для крепления заготовок.

Применяется на станках 165.

При подборе сверяйте каталожный номер: 165.09.000.",165.09.000 для 165 — купить | ТД РУССтанкоСбыт,Купить 165.09.000 для 165. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Колесо зубчатое 1Н65.60.151/2,"Колесо зубчатое 1Н65.60.151/2 — зубчатое колесо токарного станка. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в узлах токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

При подборе сверяйте каталожный номер: 1Н65.60.151.",1Н65.60.151 станка 1Н65 — купить | ТД РУССтанкоСбыт,Купить 1Н65.60.151 для станка токарного станка 1Н65. Подбор по каталогу — ТД РУССтанкоСбыт.
Захваты 6Т13МФ4-1.360.251 к станку ГФ2171,"Захваты 6Т13МФ4-1.360.251 к станку ГФ2171 — запасная часть для токарного станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6Т13МФ4-1.360.251.",6Т13МФ4-1.360.251 для 6Т13МФ4 — купить | ТД РУССтанкоСбыт,Купить 6Т13МФ4-1.360.251 для 6Т13МФ4. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Венец 1М63Б.60.106/1,"Венец 1М63Б.60.106/1 — венец токарного патрона. Служит для передачи крутящего момента при перемещении кулачков патрона.

Применяется на станках 1М63Б.

При подборе сверяйте каталожный номер: 1М63Б.60.106.",1М63Б.60.106 для 1М63Б — купить | ТД РУССтанкоСбыт,Купить 1М63Б.60.106 для 1М63Б. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63.02.331,"Колесо зубчатое 1М63.02.331 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 5 по кинематической схеме
Число зубьев: 50

При подборе сверяйте каталожный номер: 1М63.02.331.","Колесо зубч. 1М63.02.331 станка 1М63 ДИП-300, z=50","Купить колесо зубчатое 1М63.02.331 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 5 по схеме, число зубьев 50."
Колесо зубчатое 1Н65.71.008,"Колесо зубчатое 1Н65.71.008 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Позиция 94 по кинематической схеме
Число зубьев: 34
Модуль: 2.5
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1Н65.71.008.","Колесо зубч. 1Н65.71.008 станка 1М65, z=34, модуль 2.5","Купить колесо зубчатое 1Н65.71.008 для коробки подач токарного станка 1М65/1Н65. Позиция 94 по схеме, число зубьев 34, модуль 2.5."
"Вал 4-й оси 6М12П.3.40К коробки скоростей станков 6М12П, 6Р82, 6Р12","Вал 4-й оси 6М12П.3.40К коробки скоростей станков 6М12П, 6Р82, 6Р12 — вал шпиндельной бабки токарного станка. Обеспечивает передачу крутящего момента в коробке скоростей.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6М12П.3.40К.",6М12П.3.40К для 6М12П — купить | ТД РУССтанкоСбыт,"Купить 6М12П.3.40К для станков 6М12П, 6Р82, 6Р12. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 16М50.70.189,"Колесо зубчатое 16М50.70.189 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 85 по кинематической схеме
Число зубьев: 57
Модуль: 2.75
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.189.","Колесо зубч. 16М50.70.189 станка 1М65, z=57, модуль 2.75","Купить колесо зубчатое 16М50.70.189 для коробки подач токарного станка 1М65/16М50. Позиция 85 по схеме, число зубьев 57, модуль 2.75."
Вал 1М63.61.184,"Вал 1М63.61.184 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.61.184.",1М63.61.184 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.61.184 для станков 1М63. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Полугайка 1М63.04.129,"Полугайка 1М63.04.129. Применяется в узлах токарного станка в качестве запасной части.

Устанавливается на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.04.129.",Гайка 1М63.04.129 для суппорта станка 1М63 ДИП-300,Купить гайку 1М63.04.129 для суппорта токарного станка 1М63 (ДИП-300). Запчасть для узла суппорт.
Шарико-винтовая пара (ШВП) 16М30Ф3.18.000 (РТ772Ф3),"Шарико-винтовая пара (ШВП) 16М30Ф3.18.000 (РТ772Ф3) — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках 16М30.

При подборе сверяйте каталожный номер: 16М30Ф3.18.000.",ШВП 16М30Ф3.18.000 для станка 16М30 — купить | ТД РУССтанкоСбыт,"Купить шарико-винтовую пару 16М30Ф3.18.000 для станка 16М30, РТ772Ф3, 6М30Ф3. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт."
Вал 1Н65.71.151,"Вал 1Н65.71.151 — вал коробки подач. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1Н65.

При подборе сверяйте каталожный номер: 1Н65.71.151.",Вал 1Н65.71.151 для коробки подач станка 1М65,Купить вал 1Н65.71.151 для коробки подач токарного станка 1М65/1Н65. Запчасть для узла коробка подач.
Муфта 1М63Б.70.238,"Муфта 1М63Б.70.238 — муфта привода токарного станка.

Применяется на станках 1М63Б.

Позиция 51 по кинематической схеме
Число зубьев: 24
Ширина венца: 8 мм

При подборе сверяйте каталожный номер: 1М63Б.70.238.","Муфта 1М63Б.70.238 для коробки подач станка 1М63 ДИП-300, z=24","Купить муфту 1М63Б.70.238 для коробки подач токарного станка 1М63 (ДИП-300). Позиция 51 по схеме, число зубьев 24. Запчасть для узла коробка подач."
Колесо зубчатое 1М63Б.92.153,"Колесо зубчатое 1М63Б.92.153 — зубчатое колесо Сменные шестерни. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в Сменные шестерни токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 60

При подборе сверяйте каталожный номер: 1М63Б.92.153.","Колесо зубч. 1М63Б.92.153 станка 1М63 ДИП-300, z=60",Купить колесо зубчатое 1М63Б.92.153 для сменные  шестерни токарного станка 1М63 (ДИП-300). число зубьев 60. Запчасть для узла сменные  шестерни.
Колесо зубчатое 1М63.21.230,"Колесо зубчатое 1М63.21.230 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 22 по кинематической схеме
Число зубьев: 55
Модуль: 4.0
Ширина венца: 24 мм

При подборе сверяйте каталожный номер: 1М63.21.230.","Колесо зубч. 1М63.21.230 станка 1М63 ДИП-300, z=55, модуль 4","Купить колесо зубчатое 1М63.21.230 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 22 по схеме, число зубьев 55, модуль 4."
Вал-шестерня F400R 17.20.303 для фрезерного станка,"Вал-шестерня F400R 17.20.303 для фрезерного станка — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 17.20.303.",17.20.303 — купить | ТД РУССтанкоСбыт,Купить 17.20.303. Вал токарного станка по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1Н65.71.155,"Колесо зубчатое 1Н65.71.155 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Позиция 97 по кинематической схеме
Число зубьев: 51
Модуль: 2.5
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1Н65.71.155.","Колесо зубч. 1Н65.71.155 станка 1М65, z=51, модуль 2.5","Купить колесо зубчатое 1Н65.71.155 для коробки подач токарного станка 1М65/1Н65. Позиция 97 по схеме, число зубьев 51, модуль 2.5."
Зубчатое колесо пятой оси m-5 z-50 165.02.439 (Для станков 1М65 1Н65 ДИП500 165),"Зубчатое колесо пятой оси m-5 z-50 165.02.439 (Для станков 1М65 1Н65 ДИП500 165) — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М65, 1Н65, ДИП500, 165. Устанавливается в соответствии с кинематической схемой.

Позиция 18 по кинематической схеме
Число зубьев: 50
Ширина венца: 51 мм

При подборе сверяйте каталожный номер: 165.02.439.","165.02.439 для шпиндельной бабки станка 1М65, z=50","Купить деталь 165.02.439 для шпиндельной бабки токарного станка 1М65/1Н65. Позиция 18 по схеме, число зубьев 50. Запчасть для узла шпиндельная бабка."
Вал 1Н983.20.187,"Вал 1Н983.20.187 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.20.187.",1Н983.20.187 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.20.187 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Б.70.232,"Колесо зубчатое 1М63Б.70.232 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 63 по кинематической схеме
Число зубьев: 42
Модуль: 2.5
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1М63Б.70.232.","Колесо зубч. 1М63Б.70.232 станка 1М63 ДИП-300, z=42, модуль 2.5","Купить колесо зубчатое 1М63Б.70.232 для коробки подач токарного станка 1М63 (ДИП-300). Позиция 63 по схеме, число зубьев 42, модуль 2.5."
Вал 163.07.181А,"Вал 163.07.181А — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 163.

При подборе сверяйте каталожный номер: 163.07.181А.",163.07.181А для 163 — купить | ТД РУССтанкоСбыт,Купить 163.07.181А для станков 163. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 6Т82Г-1.60.291 привода стола станка 6Т82Г-1,"Вал 6Т82Г-1.60.291 привода стола станка 6Т82Г-1 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6Т82Г-1.60.291.",6Т82Г-1.60.291 для 6Т82Г — купить | ТД РУССтанкоСбыт,Купить 6Т82Г-1.60.291 для станков 6Т82Г. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Шарико-винтовая пара (ШВП) 16К30Ф30.18.000,"Шарико-винтовая пара (ШВП) 16К30Ф30.18.000 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках 16К30.

При подборе сверяйте каталожный номер: 16К30Ф30.18.000.",ШВП 16К30Ф30.18.000 для станка 16К30 — купить | ТД РУССтанкоСбыт,Купить шарико-винтовую пару 16К30Ф30.18.000 для станка 16К30. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.03.212,"Колесо зубчатое 1А64.03.212 — зубчатое колесо задней бабки. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в задней бабки токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 151 по кинематической схеме
Число зубьев: 16
Ширина венца: 18 мм

При подборе сверяйте каталожный номер: 1А64.03.212.","Колесо зубч. 1А64.03.212 для бабка задняя станка 1М65, z=16","Купить колесо зубчатое 1А64.03.212 для бабка задняя токарного станка 1М65/1А64. Позиция 151 по схеме, число зубьев 16. Запчасть для узла бабка задняя."
Колесо зубчатое 1М63.21.199,"Колесо зубчатое 1М63.21.199 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 4 по кинематической схеме
Число зубьев: 40

При подборе сверяйте каталожный номер: 1М63.21.199.","Колесо зубч. 1М63.21.199 станка 1М63 ДИП-300, z=40","Купить колесо зубчатое 1М63.21.199 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 4 по схеме, число зубьев 40."
Колесо коническое 1Н65.40.155,"Колесо коническое 1Н65.40.155 — запасная часть для токарного станка.

Применяется на станках 1Н65.

Позиция 170 по кинематической схеме
Число зубьев: 23
Ширина венца: 15 мм

При подборе сверяйте каталожный номер: 1Н65.40.155.","1Н65.40.155 для суппорта станка 1М65, z=23","Купить деталь 1Н65.40.155 для суппорта токарного станка 1М65/1Н65. Позиция 170 по схеме, число зубьев 23. Запчасть для узла суппорт."
Шарико-винтовая пара (ШВП) РТ755Ф3.70.000,"Шарико-винтовая пара (ШВП) РТ755Ф3.70.000 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках с ЧПУ.

При подборе сверяйте каталожный номер: РТ755Ф3.70.000.",ШВП РТ755Ф3.70.000 для станка РТ755Ф3 — купить | ТД РУССтанкоСбыт,Купить шарико-винтовую пару РТ755Ф3.70.000 для станка РТ755Ф3. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт.
Вал 1Н983.20.284,"Вал 1Н983.20.284 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.20.284.",1Н983.20.284 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.20.284 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63.21.216,"Колесо зубчатое 1М63.21.216 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 7 по кинематической схеме
Число зубьев: 46
Ширина венца: 22 мм

При подборе сверяйте каталожный номер: 1М63.21.216.","Колесо зубч. 1М63.21.216 станка 1М63 ДИП-300, z=46","Купить колесо зубчатое 1М63.21.216 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 7 по схеме, число зубьев 46."
Вал 2825П.24.205 коробки подач станка 2825П,"Вал 2825П.24.205 коробки подач станка 2825П — вал коробки подач токарного станка. Обеспечивает передачу движения подач.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 2825П.24.205.",2825П.24.205 для 2825П — купить | ТД РУССтанкоСбыт,Купить 2825П.24.205 для станков 2825П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Валик 164.06.172,"Валик 164.06.172 — вал фартука. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 164.06.172.",Вал 164.06.172 для фартука станка 1М65,Купить вал 164.06.172 для фартука токарного станка 1М65. Запчасть для узла фартук.
Зубчатое колесо 16М50.70.158,"Зубчатое колесо 16М50.70.158 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 108 по кинематической схеме
Число зубьев: 44
Модуль: 2.5
Ширина венца: 10 мм

При подборе сверяйте каталожный номер: 16М50.70.158.","16М50.70.158 для коробки подач станка 1М65, z=44, модуль 2.5","Купить деталь 16М50.70.158 для коробки подач токарного станка 1М65/16М50. Позиция 108 по схеме, число зубьев 44, модуль 2.5. Запчасть для узла коробка подач."
Вал 1М63Б.11.179,"Вал 1М63Б.11.179 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63Б.

При подборе сверяйте каталожный номер: 1М63Б.11.179.",1М63Б.11.179 для 1М63Б — купить | ТД РУССтанкоСбыт,Купить 1М63Б.11.179 для станков 1М63Б. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.07.208,"Колесо зубчатое 1А64.07.208 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 38 по кинематической схеме
Число зубьев: 50
Модуль: 2.25
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1А64.07.208.","Колесо зубч. 1А64.07.208 станка 1М65, z=50, модуль 2.25","Купить колесо зубчатое 1А64.07.208 для коробки подач токарного станка 1М65/1А64. Позиция 38 по схеме, число зубьев 50, модуль 2.25."
Колесо коническое 1М63.04.161,"Колесо коническое 1М63.04.161 — запасная часть для токарного станка.

Применяется на станках 1М63.

Позиция 83 по кинематической схеме
Число зубьев: 25
Ширина венца: 12 мм

При подборе сверяйте каталожный номер: 1М63.04.161.","1М63.04.161 для суппорта станка 1М63 ДИП-300, z=25","Купить деталь 1М63.04.161 для суппорта токарного станка 1М63 (ДИП-300). Позиция 83 по схеме, число зубьев 25. Запчасть для узла суппорт."
Колесо зубчатое 165.02.800,"Колесо зубчатое 165.02.800 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 165. Устанавливается в соответствии с кинематической схемой.

Позиция 15 по кинематической схеме
Число зубьев: 42
Модуль: 4.0
Ширина венца: 24 мм

При подборе сверяйте каталожный номер: 165.02.800.","Колесо зубч. 165.02.800 станка 1М65, z=42, модуль 4","Купить колесо зубчатое 165.02.800 для шпиндельной бабки токарного станка 1М65. Позиция 15 по схеме, число зубьев 42, модуль 4."
Шарико-винтовая пара (ШВП) РТ755Ф3.50.000,"Шарико-винтовая пара (ШВП) РТ755Ф3.50.000 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках с ЧПУ.

При подборе сверяйте каталожный номер: РТ755Ф3.50.000.",ШВП РТ755Ф3.50.000 для станка РТ755Ф3 — купить | ТД РУССтанкоСбыт,Купить шарико-винтовую пару РТ755Ф3.50.000 для станка РТ755Ф3. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63.21.237,"Колесо зубчатое 1М63.21.237 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 34 по кинематической схеме
Число зубьев: 56

При подборе сверяйте каталожный номер: 1М63.21.237.","Колесо зубч. 1М63.21.237 станка 1М63 ДИП-300, z=56","Купить колесо зубчатое 1М63.21.237 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 34 по схеме, число зубьев 56."
Колесо зубчатое муфта муфта 1А64.07.359,"Колесо зубчатое муфта муфта 1А64.07.359 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 60 по кинематической схеме
Число зубьев: 40
Ширина венца: 10 мм

При подборе сверяйте каталожный номер: 1А64.07.359.","Колесо зубч. 1А64.07.359 для коробки подач станка 1М65, z=40","Купить колесо зубчатое 1А64.07.359 для коробки подач токарного станка 1М65/1А64. Позиция 60 по схеме, число зубьев 40. Запчасть для узла коробка подач."
Шпиндель 1А64.03.266,"Шпиндель 1А64.03.266 — шпиндель токарного станка. Обеспечивает вращение заготовки или инструмента при обработке.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.03.266.",1А64.03.266 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.03.266 для 1А64. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Вал 2825П.24.153,"Вал 2825П.24.153 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 2825П.24.153.",2825П.24.153 для 2825П — купить | ТД РУССтанкоСбыт,Купить 2825П.24.153 для станков 2825П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 165.02.406,"Колесо зубчатое 165.02.406 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 165. Устанавливается в соответствии с кинематической схемой.

Позиция 26 по кинематической схеме
Число зубьев: 50
Ширина венца: 22 мм

При подборе сверяйте каталожный номер: 165.02.406.","Колесо зубч. 165.02.406 для шпиндельной бабки станка 1М65, z=50","Купить колесо зубчатое 165.02.406 для шпиндельной бабки токарного станка 1М65. Позиция 26 по схеме, число зубьев 50. Запчасть для узла шпиндельная бабка."
Колесо зубчатое 1А64.07.293,"Колесо зубчатое 1А64.07.293 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 46 по кинематической схеме
Число зубьев: 52
Модуль: 2.5
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1А64.07.293.","Колесо зубч. 1А64.07.293 станка 1М65, z=52, модуль 2.5","Купить колесо зубчатое 1А64.07.293 для коробки подач токарного станка 1М65/1А64. Позиция 46 по схеме, число зубьев 52, модуль 2.5."
Поддержка винта-вала 1М63 11 001 (Для станков 1М63),"Поддержка винта-вала 1М63 11 001 (Для станков 1М63) — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

Подбор по каталогу и чертежам заказчика.",Поддержка винта-вала 1М63 11 001 (Для — купить | ТД РУССтанкоСбыт,Купить Поддержка винта-вала 1М63 11 001 (Для станков 1М63). Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1Н65.08.156,"Колесо зубчатое 1Н65.08.156 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 44
Ширина венца: 25 мм

При подборе сверяйте каталожный номер: 1Н65.08.156.","Колесо зубч. 1Н65.08.156 для коробки подач станка 1М65, z=44",Купить колесо зубчатое 1Н65.08.156 для коробки подач токарного станка 1М65/1Н65. число зубьев 44. Запчасть для узла коробка подач.
Гайка 1М63.04.119,"Гайка 1М63.04.119. Применяется в узлах токарного станка в качестве запасной части.

Устанавливается на станках 1М63.

Позиция 89 по кинематической схеме
Число зубьев: 1
Модуль: 5.0
Ширина венца: 52 мм

При подборе сверяйте каталожный номер: 1М63.04.119.","Гайка 1М63.04.119 для суппорта станка 1М63 ДИП-300, z=1, модуль 5","Купить гайку 1М63.04.119 для суппорта токарного станка 1М63 (ДИП-300). Позиция 89 по схеме, число зубьев 1, модуль 5. Запчасть для узла суппорт."
Колесо зубчатое 1М63Б.20.186,"Колесо зубчатое 1М63Б.20.186 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 17 по кинематической схеме
Число зубьев: 60
Ширина венца: 22 мм

При подборе сверяйте каталожный номер: 1М63Б.20.186.","Колесо зубч. 1М63Б.20.186 станка 1М63 ДИП-300, z=60","Купить колесо зубчатое 1М63Б.20.186 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 17 по схеме, число зубьев 60."
