SKU,Title,Text,Description
SHVP.1М63Н-3,Станок токарно-винторезный модель 1М63Н-3 РМЦ 3000мм,,"<strong style=""color: rgb(0, 0, 0);"">Токарно-винторезный станок 1М63Н РМЦ-3000 </strong><span style=""color: rgb(0, 0, 0);"">предназначен для выполнения разнообразных токарных работ, включая точение конусов и нарезание резьб: метрических, дюймовых, модульных, питчевых.</span><br /><span style=""color: rgb(0, 0, 0);"">Некоторые технические характеристики станка:</span><br /><span style=""color: rgb(0, 0, 0);"">наибольший диаметр обрабатываемой заготовки: </span><br /><span style=""color: rgb(0, 0, 0);"">устанавливаемой над станиной — 700 мм, </span><br /><span style=""color: rgb(0, 0, 0);"">обрабатываемой над станиной — 630 мм, </span><br /><span style=""color: rgb(0, 0, 0);"">обрабатываемой над суппортом — 350 мм;</span><br /><span style=""color: rgb(0, 0, 0);"">наибольшая длина обрабатываемой заготовки — 3000 мм;</span><br /><span style=""color: rgb(0, 0, 0);"">размер конца шпинделя передней бабки по DIN — 11М;</span><br /><span style=""color: rgb(0, 0, 0);"">количество ступеней частот вращения шпинделя — 22;</span><br /><span style=""color: rgb(0, 0, 0);"">диаметр цилиндрического отверстия в шпинделе — 105 мм;</span><br /><span style=""color: rgb(0, 0, 0);"">пределы частоты вращения шпинделя — 10–1250 об/мин;</span><br /><span style=""color: rgb(0, 0, 0);"">пределы рабочих подач суппорта: </span><br /><span style=""color: rgb(0, 0, 0);"">продольных — 0,033–5,6 мм/об, поперечных — 0,013–2,064 мм/об, </span><br /><span style=""color: rgb(0, 0, 0);"">резцовых салазок — 0,10–1,76 мм/об;</span><br /><span style=""color: rgb(0, 0, 0);"">ускоренное перемещение суппорта: </span><br /><span style=""color: rgb(0, 0, 0);"">продольное — 5,2 мм/мин, поперечное — 2 мм/мин;</span><br /><span style=""color: rgb(0, 0, 0);"">наибольший вес устанавливаемой заготовки — 3500 кг;</span><br /><span style=""color: rgb(0, 0, 0);"">мощность привода главного движения — 15 кВт;</span><br /><span style=""color: rgb(0, 0, 0);"">габаритные размеры: длина — 5240 мм, ширина — 1780 мм, высота — 1550 мм.</span><br /><span style=""color: rgb(0, 0, 0);"">масса - 5750 кг.</span><br /><span style=""color: rgb(0, 0, 0);"">Класс точности станка — Н по ГОСТ 8–82.</span><br /><br /><strong>Стандартная комплектация </strong>токарно-винторезного станка 1М63Н-3 включает:<br /><ul><li data-list=""bullet"">люнет неподвижный (Ø20-350мм)</li><li data-list=""bullet"">люнет подвижный (Ø20-150мм)</li><li data-list=""bullet"">патрон трехкулачковый Ф400мм</li><li data-list=""bullet"">четырёхпозиционный резцедержатель</li><li data-list=""bullet"">комплект сменных зубчатых колес</li><li data-list=""bullet"">центр упорный</li><li data-list=""bullet"">систему подачи СОЖ в зону обработки;</li><li data-list=""bullet"">механизм быстрого перемещения продольного суппорта;</li><li data-list=""bullet"">механизм быстрого перемещения поперечного суппорта;</li><li data-list=""bullet"">поддон для сбора стружки;</li><li data-list=""bullet"">защитное ограждение патрона с концевым выключателем;</li><li data-list=""bullet"">светильник станочный;</li><li data-list=""bullet"">защита резцедержателя;</li><li data-list=""bullet"">защита ходового винта.</li><li data-list=""bullet"">комплект клиновых опор (8 шт)</li><li data-list=""bullet"">комплект ключей к патрону, резцедержателю, электрошкаф</li></ul><br /><strong>Дополнительная комплектация: </strong><br /><ul><li data-list=""bullet"">#nbsp;Патрон четырехкулачковый Ø500мм;</li><li data-list=""bullet"">Люнет неподвижный (Ø200-410мм, Ø40-215мм, Ø20-160мм);</li><li data-list=""bullet"">Люнет подвижный (Ø20-160 мм).</li><li data-list=""bullet"">Резьбоуказатель;</li><li data-list=""bullet"">Конусная линейка;</li><li data-list=""bullet"">Резцедержатель с быстросъемными блоками;</li><li data-list=""bullet"">Устройство цифровой индикации;</li><li data-list=""bullet"">Поводковый патрон;</li><li data-list=""bullet"">Центр вращающийся;</li></ul>"
REZTS.1М63,"Суппорт для станков 1М63, 1Н65","<div style=""font-size: 16px;"" data-customstyle=""yes"">Перед изготовлением согласовывается чертеж</div>",
AUTO.РТ783,Фартук РТ783 (ремкомплект),"Комплект валиков, шестерён и уплотнений для восстановления фартука; возвращает чёткость включения режимов.",
AUTO.РТ783,Фартук РТ783 в сборе,Сборочный узел фартука с механизмами включения; обеспечивает корректное переключение подач и резьб без люфтов.,
AUTO.РТ983,Фартук РТ983 (ремкомплект),"Комплект валиков, шестерён, фиксаторов и уплотнений; восстановление чёткости включения и ресурса фартука.",
AUTO.РТ983,Фартук РТ983 в сборе,"Сборочный фартук с механизмами включения подач и резьб; минимизирует люфты, обеспечивает повторяемую настройку режимов.",
KULACHKI.РТ783,Фильтр гидросистемы РТ783 25 мкм,"Напорный фильтр тонкой очистки 25 мкм; защищает распределители и цилиндры от абразивных частиц, продлевая срок службы системы.",
KULACHKI.РТ983,Фильтр гидросистемы РТ983 25 мкм,Фильтр тонкой очистки 25 мкм для защиты распределителей и цилиндров; совместим со стандартными колбами.,
AUTO.М4,Центр вращающийся М4 (P5),Вращающийся центр М4 с точностью P5; улучшает чистоту поверхности и стабильность обработки.,
AUTO.М5,Центр вращающийся М5 (P5),"Вращающийся центр М5 точности P5; поддержка длинных деталей, снижение вибраций.",
AUTO.РТ30101,Центр поводкового патрона специального токарно-накатного станка РТ30101 (РТ301),Используются со шпонкой в поводковом патроне специальных токарно-накатных станках мод. РТ30101 (РТ301). Применяются для крепления непосредственно оси для последующей обработки-проточки и накатки.,
SHVP.РТ30101,Центр поводкового патрона специального токарно.накатного станка РТ30101 (РТ301),"Используются со шпонкой в поводковом патроне специальных токарно.накатных станках мод. РТ30101 (РТ301). Применяются для крепления непосредственно оси для последующей обработки.проточки и накатки. <br />Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817, РТ905, UBB112, UBB112F3, РТ301, РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. Запасные части, оснастка и комплектующие изделия для токарно.винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817, РТ905, UBB112, UBB112F3, РТ301, РТ30101, и т.д. ВАЛЫ, ВАЛ . РЕЙКИ, ВАЛ . ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ, КОНИЧЕСКИЕ, ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИКЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико.винтовые пары, передачи) комплектующие и оснастка для токарных патронов (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
SHVP.1М63,"Чугунные корпуса маточной гайки для станков 1М63, 1М63Н, 16К40, 1Н65, 1М65 и т.д.","Применяется в фартуках токарно.винторезных станков 1М63, 1М63Н, 16К40, 1Н65, 1М65 и т.д. в качестве запасной части, используется совместно с маточной гайкой через которую проходит ходовой винт, состоит из двух чугунных половин. Крепиться непосредственно в фартуке станков. <br />Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. <br />Запасные части , оснастка и комплектующие изделия для токарно.винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, и т.д. ВАЛЫ , ВАЛ . РЕЙКИ , ВАЛ . ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико.винтовые пары, передачи) комплектующие и оснастка для токарных патронов, конусные линейки (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
SHVP.1М63,"Чугунные корпуса маточной гайки для станков 1М63,1 М63Н","Чугунные корпуса маточной гайки для станков 1М63, 1М63Н, 16К40, 1Н65, 1М65 и т.д. Применяется в фартуках токарно-винторезных станков 1М63, 1М63Н, 16К40, 1Н65, 1М65 и т.д. в качестве запасной части, используется совместно с маточной гайкой через которую проходит ходовой винт, состоит из двух чугунных половин. Крепиться непосредственно в фартуке станков. <br />Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. Запасные части , оснастка и комплектующие изделия для токарно-винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, и т.д. ВАЛЫ , ВАЛ - РЕЙКИ , ВАЛ - ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико-винтовые пары, передачи) комплектующие и оснастка для токарных патронов, конусные линейки (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
SHVP.16М30,"Шарико-винтовая передача 1П756, 16М30, 16К30, РТ755, РТ717 и т.д. 16К20Т1. 159.020.000/020",,"Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Поставляется в комплекте с гайками. Артикул по диаметру оси (например: 1325ФЗ.220.600). L общая = 1727 мм. L резьбы = 1192 мм."
SHVP.GEN,"ШВП, трап винты, винты зажима/разжима кулачков, валы всех осей шпиндельной группы.","<div style=""font-size: 16px;"" data-customstyle=""yes"">Поставляется как отдельным изделием, так и#nbsp;в#nbsp;комплекте с#nbsp;гайками.</div>",
SHVP.GEN,"ШВП, трап винты, винты зажима/разжима кулачков, валы всех осей шпиндельных групп токарных станков","<div style=""font-size: 16px;"" data-customstyle=""yes"">Поставляется как отдельным изделием, так и#nbsp;в#nbsp;комплекте с#nbsp;гайками.</div>",
SHVP.1Н983,"Шестерни коробки реверса станков 1Н983, 1А983, 1М983, РТ983, СА983","Шестерни применяется в коробке реверса трубообрабатывающих станков мод. 1Н983, 1А983, 1М983, РТ983, СА983 и т.д. устанавливается непосредственно в коробку реверса станков служит для осуществления работы и взаимодействия механизмов станка, поставляется как отдельно так и совместно (в паре). Запасные части , оснастка и комплектующие изделия для токарно.винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, 6620, FU400 и т.д. ВАЛЫ , ВАЛ . РЕЙКИ , ВАЛ . ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико.винтовые пары, передачи) комплектующие и оснастка для токарных патронов (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
SHEST.UBB112,Шестерня привода UBB‑112 m=8 Z=42,Прямозубая шестерня модуля 8 для привода; термообработка и шлифовка обеспечивают ресурс и тихий ход.,
SHEST.UBB112,Шестерня привода UBB‑112 m=8 Z=84,Согласованный венец передачи m=8; точные посадки и закалка зубьев для стабильного зацепления.,
SHEST.UBB112,Шестерня промежуточная UBB‑112 m=6 Z=36,Промежуточная шестерня модуля 6 для привода UBB‑112; термообработка и шлифование зубьев для тихого хода.,
SHEST.UBB112,Шестерня промежуточная UBB‑112 m=6 Z=72,Шестерня передачи m=6 с точными посадками; обеспечивает стабильное зацепление и ресурс редуктора.,
SHESTERNI.16K40-1M65-1658,"Шпиндель для токарных станков 16К40, 1М65, Усиленных задних бабок 1658",,"Шпиндель для токарных станков 16К40, 1М65, Усиленных задних бабок 1658"
SHESTERNI.RT783.SPINDEL,Шпиндельный узел РТ783 в сборе,"Сборочный шпиндельный узел РТ783 с установленными подшипниками и уплотнениями; восстанавливает точность резьбонарезания и стабильность на тяжёлых режимах, сокращая простой.",
SPINDELBABKA.VAL.1M65;ТД РУССтанкоСбыт;SPINDELBABKA.VAL.1M65;;Узлы токарных станков;Узлы токарных станков>>>Шпиндельные бабки;Валы шпиндельной бабки 1М65,,,
SPINDELBABKA.SHESTERN.1M63;ТД РУССтанкоСбыт;SPINDELBABKA.SHESTERN.1M63;;Узлы токарных станков;Узлы токарных станков>>>Шпиндельные бабки;Шестерни шпиндельной бабки 1М63,,,
SPINDELBABKA.SHESTERN.1M65;ТД РУССтанкоСбыт;SPINDELBABKA.SHESTERN.1M65;;Узлы токарных станков;Узлы токарных станков>>>Шпиндельные бабки;Шестерни шпиндельной бабки 1М65,,,
SPINDELBABKA.ZAPASNCHAST;ТД РУССтанкоСбыт;SPINDELBABKA.ZAPASNCHAST;;Узлы токарных станков;Узлы токарных станков>>>Шпиндельные бабки;Запасные части к шпиндельной бабке (Универсальный набор);Универсальный набор запасных частей к шпиндельной бабке (вилки,,,
ZADNBABKA.SHPINDEL.DIP300;ТД РУССтанкоСбыт;ZADNBABKA.SHPINDEL.DIP300;;Узлы токарных станков;Узлы токарных станков>>>Задние бабки;Шпиндель к задней бабке (ДИП300 для 1М63,,,
ZADNBABKA.SHPINDEL.DIP1500;ТД РУССтанкоСбыт;ZADNBABKA.SHPINDEL.DIP1500;;Узлы токарных станков;Узлы токарных станков>>>Задние бабки;Шпиндель к задней бабке (ДИП1500 для 1М65,,,
ZADNBABKA.ZBOR.DIP300;ТД РУССтанкоСбыт;ZADNBABKA.ZBOR.DIP300;;Узлы токарных станков;Узлы токарных станков>>>Задние бабки;Задняя бабка в сборе ДИП300 (1М63,,,
ZADNBABKA.ZBOR.DIP1500;ТД РУССтанкоСбыт;ZADNBABKA.ZBOR.DIP1500;;Узлы токарных станков;Узлы токарных станков>>>Задние бабки;Задняя бабка в сборе ДИП1500 (1М65,,,
KOROBPODACH.1N983;ТД РУССтанкоСбыт;KOROBPODACH.1N983;;Узлы токарных станков;Узлы токарных станков>>>Коробки подач;Коробка подач станка 1Н983 (ремонтный комплект);Ремонтный комплект коробки подач для станка 1Н983 с полным набором шестерен и валов;Полный комплект для ремонта коробки подач;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;0;1;;;Параметр1:Коробки подач;r0ZXBxgnV7IfEEzvk9Z9;;0;0;0;0;http://project17325576.tilda.ws/tproduct/952783106832-korobka-podach-stanka-1n983-remontnii-ko,,,
KOROBPODACH.DIP300;ТД РУССтанкоСбыт;KOROBPODACH.DIP300;;Узлы токарных станков;Узлы токарных станков>>>Коробки подач;Коробка подач станка ДИП300 (шестерни + валы);Комплект коробки подач для станка ДИП300,,,
STANOK.RT5001;ТД РУССтанкоСбыт;STANOK.RT5001;;Станки;Станки>>>Станки для железнодорожной отрасли;Станок специальный лентобандажировочный РТ5001;;;;0;;;;;Fi6YeZu2xD4zBIO3LR0j;;0;0;0;0;http://project17325576.tilda.ws/tproduct/399826810762-stanok-spetsialnii-lentobandazhirovochni,,,
STANOK.RT5003;ТД РУССтанкоСбыт;STANOK.RT5003;;Станки;Станки>>>Станки для железнодорожной отрасли;Станок специальный лентобандажировочный РТ5003;;;;0;;;;;i4otlvB8h8ILSL73aeCd;;0;0;0;0;http://project17325576.tilda.ws/tproduct/399470923682-stanok-spetsialnii-lentobandazhirovochni,,,
STANOK.RT5004;ТД РУССтанкоСбыт;STANOK.RT5004;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный бандажировочный станок РТ5004;;;;0;;;;;bRTgBHRHNzufxCeYXsFs;;0;0;0;0;http://project17325576.tilda.ws/tproduct/954562736102-spetsialnii-bandazhirovochnii-stanok-rt5,,,
STANOK.RT301;ТД РУССтанкоСбыт;STANOK.RT301;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ301;;;;0;;;;;GTFyzgjP1mZ2ObsvUl2P;;0;0;0;0;http://project17325576.tilda.ws/tproduct/152815855032-spetsialnii-tokarno-nakatnoi-stanok-rt30,,,
STANOK.RT301.01;ТД РУССтанкоСбыт;STANOK.RT301.01;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ301.01;;;;0;;;;;Ku9pl2Gez5Uf8MTUdHih;;0;0;0;0;http://project17325576.tilda.ws/tproduct/806671398022-spetsialnii-tokarno-nakatnoi-stanok-rt30,,,
STANOK.RT301.02;ТД РУССтанкоСбыт;STANOK.RT301.02;;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ301.02;;;;0;;;;;9rCHCOd0J6NfzDP9Ft6p;;0;0;0;0;http://project17325576.tilda.ws/tproduct/122998059832-spetsialnii-tokarno-nakatnoi-stanok-rt30,,,
STANOK.РТ917;ТД РУССтанкоСбыт;STANOK.РТ917;Станки;Станки>>>Станки для железнодорожной отрасли;Специальный токарно-накатной станок РТ917;;;;0;;;;;2oO7KbEIbb3d237UTm4c;;0;0;0;0;http://project17325576.tilda.ws/tproduct/683011480362-spetsialnii-tokarno-nakatnoi-stanok-rt91;,,,
STANOK.16k20;ТД РУССтанкоСбыт;STANOK.16k20;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 16К20;;;;0;;;;;6xntGexE7MiKZJGZfbPK;;0;0;0;0;http://project17325576.tilda.ws/tproduct/389457264852-tokarno-vintoreznii-stanok-16k20,,,
STANOK.16r25;ТД РУССтанкоСбыт;STANOK.16r25;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 16Р25;;;;0;;;;;voSGOZE5ukn07XCcchOI;;0;0;0;0;http://project17325576.tilda.ws/tproduct/173575719642-tokarno-vintoreznii-stanok-16r25,,,
STANOK.1m63n;ТД РУССтанкоСбыт;STANOK.1m63n;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 1М63Н (ДИП-300,,,
STANOK.16k40;ТД РУССтанкоСбыт;STANOK.16k40;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 16К40;;;;0;;;;;H90I2BXBCJf5ACGbXXF1;;0;0;0;0;http://project17325576.tilda.ws/tproduct/779784214312-tokarno-vintoreznii-stanok-16k40,,,
STANOK.165;ТД РУССтанкоСбыт;STANOK.165;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок 1Н65 (ДИП-500,,,
STANOK.rt117;ТД РУССтанкоСбыт;STANOK.rt117;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок РТ117;;;;0;;;;;6lSH1D9OeNidOm3hGsrF;;0;0;0;0;http://project17325576.tilda.ws/tproduct/239289993492-tokarno-vintoreznii-stanok-rt117,,,
STANOK.rt817;ТД РУССтанкоСбыт;STANOK.rt817;;Станки;Станки>>>Станки токарно-винторезные;Токарно-винторезный станок РТ817;;;;0;;;;;VxIepRf3xpSnbTDjHeEL;;0;0;0;0;http://project17325576.tilda.ws/tproduct/489584545172-tokarno-vintoreznii-stanok-rt817,,,
"STANOK.16m30f3;ТД РУССтанкоСбыт;STANOK.16m30f3;;Станки;Станки>>>Станки с ЧПУ;Станок токарный патронно-центровой с числовым программным управлением 16М30Ф3;Станок токарный патронно-центровой с ЧПУ 16М30Ф3 для высокоточной обработки деталей диаметром до 630 мм, оснащённый приводом 18,5 кВт и 12-позиционной револьверной головкой.;Станок токарный патронно-центровой с числовым программным управлением 16М30Ф3 предназначен для высокоточной токарной обработки средних и крупногабаритных деталей в условиях серийного и мелкосерийного производства. Конструкция станка обеспечивает жёсткость, стабильность геометрии и устойчивую точность при длительной эксплуатации, что делает его оптимальным решением для машиностроения, энергетики, железнодорожной отрасли, нефтегазового и транспортного машиностроения. Масса станка около 6800 кг в сочетании с мощным приводом главного движения 18,5 кВт позволяет уверенно обрабатывать тяжёлые заготовки при сохранении высокой точности и чистоты поверхности. Станок рассчитан на обработку заготовок диаметром до 630 мм над станиной и до 355 мм над суппортом при длине до 1500 мм. Диапазон частот вращения шпинделя составляет примерно 31,5–1600 об/мин, что даёт возможность как черновой высокопроизводительной обработки, так и чистовых высокоточных проходов. Высокая точность позиционирования по осям и повторяемость обеспечивают стабильное получение размеров в узких допусках, а также надёжную работу в автоматических циклах. Инструментальное оснащение станка включает 12-позиционную револьверную головку, что расширяет возможности по размещению режущего инструмента и сокращает переналадку между операциями. Применение современных систем ЧПУ FANUC 0i-TF или Siemens 840D sl обеспечивает поддержку стандартных и пользовательских циклов обработки, гибкое программирование и удобный интерфейс для оператора. По сравнению с базовыми моделями линейки, такими как 16А20Ф3, станок 16М30Ф3 имеет увеличенный диаметр обработки, более мощный привод и расширенное количество инструментальных позиций в револьверной головке. Станок может быть дооснащён системой подачи СОЖ, люнетами и специальной оснасткой по ТЗ заказчика.;;0;;;;;X9FGbA6DGyrbXVhojyJx;;0;0;0;0;http://project17325576.tilda.ws/tproduct/234475653572-stanok-tokarnii-patronno-tsentrovoi-s-ch",,,
"STANOK.rt755f3;ТД РУССтанкоСбыт;STANOK.rt755f3;;Станки;Станки>>>Станки с ЧПУ;Станок токарный патронно-центровой с числовым программным управлением РТ755Ф3;Станок токарный патронно-центровой с ЧПУ РТ755Ф3 для обработки крупногабаритных деталей диаметром до 1060 мм и длиной до 3200 мм.;Станок токарный патронно-центровой с числовым программным управлением РТ755Ф3 предназначен для высокопроизводительной обработки крупногабаритных и тяжёлых деталей в условиях крупносерийного и серийного производства. Мощная станина и усиленная конструкция обеспечивают высокую жёсткость и устойчивость при работе с массивными заготовками, снижая вибрации и повышая стабильность размеров. Наибольший диаметр обрабатываемой заготовки над станиной достигает примерно 1060 мм, над суппортом — порядка 650 мм, а максимальная длина — около 3200 мм, что позволяет обрабатывать длинные валы, детали энергетического и нефтегазового оборудования, элементы судостроения. Частота вращения шпинделя находится в диапазоне порядка 5–500 об/мин, что оптимально для тяжёлых режимов резания и обеспечивает необходимый крутящий момент. Главный привод мощностью около 30 кВт рассчитан на интенсивную эксплуатацию в многосменном режиме. Система ЧПУ поддерживает сложные программы обработки, включая многоступенчатые переходы, нарезание резьб, обработку фасонных поверхностей и комбинированные циклы. РТ755Ф3 широко применяется в тяжёлом машиностроении, судостроении, нефтегазовой и энергетической отраслях.;;0;;;;;NOE119CS0DrvpdxpEiaj;;0;0;0;0;http://project17325576.tilda.ws/tproduct/149686262962-stanok-tokarnii-patronno-tsentrovoi-s-ch",,,
"STANOK.rt305m;ТД РУССтанкоСбыт;STANOK.rt305m;;Станки;Станки>>>Станки с ЧПУ;Станок токарно-давильный с числовым программным управлением РТ305М;Станок токарно-давильный с ЧПУ РТ305М для комбинированной токарной и давильной обработки деталей вращения по программируемым траекториям.;Станок токарно-давильный с числовым программным управлением РТ305М предназначен для комбинированной токарной и давильной обработки тонкостенных и массивных заготовок вращения. Он позволяет в одном установе выполнять точение, формообразующее давление роликами и гибку, что сокращает количество переустановок и повышает точность получения конечного профиля. Благодаря применению системы ЧПУ оператор задаёт траектории движения инструмента и давильных роликов, обеспечивая повторяемость и стабильность результатов при серийном и мелкосерийном производстве. Конструкция станка рассчитана на высокие радиальные нагрузки, возникающие при давильных операциях, и обеспечивает жёсткость, необходимую для работы с различными марками сталей и цветных сплавов. РТ305М применяется при изготовлении обечаек, фланцев, корпусных деталей, элементов резервуаров и других изделий, где требуется точное формирование наружных и внутренних поверхностей вращения. Использование ЧПУ позволяет реализовывать сложные профили и быстро переналаживать станок под новые изделия на основании сохранённых программ.;;0;;;;;lxxMxLGbXX8ah5vci6ki;;0;0;0;0;http://project17325576.tilda.ws/tproduct/808909080772-stanok-tokarno-davilnii-s-chislovim-prog",,,
"STANOK.16a20f3;ТД РУССтанкоСбыт;STANOK.16a20f3;;Станки;Станки>>>Станки с ЧПУ;Станок токарный патронно-центровой с числовым программным управлением 16А20Ф3;Станок токарный патронно-центровой с ЧПУ 16А20Ф3 для высокоточной обработки деталей диаметром до 400 мм в условиях серийного производства.;Станок токарный патронно-центровой с числовым программным управлением 16А20Ф3 предназначен для высокоточной обработки деталей сложного профиля в условиях мелкосерийного и серийного производства. Он оснащён современной системой ЧПУ, которая обеспечивает автоматизированное выполнение токарных операций, повышенную повторяемость и минимизацию влияния человеческого фактора. Конструкция станка обеспечивает высокую жёсткость и точность, что позволяет поддерживать стабильное качество обработки при длительной эксплуатации. Наибольший диаметр обрабатываемой заготовки над станиной составляет около 400 мм, над суппортом — порядка 200 мм, при длине заготовки до 1000 мм. Диапазон частоты вращения шпинделя порядка 45–2240 об/мин позволяет реализовать как черновые, так и чистовые режимы обработки. Мощность главного привода около 11 кВт обеспечивает достаточный запас по моменту для обработки конструкционных и легированных сталей, цветных металлов и сплавов. Станок широко применяется в высокоточном машиностроении, авиационной промышленности, приборостроении и автоматизированных производственных линиях. Использование ЧПУ даёт возможность программировать сложные контуры, быстро переналаживать станок под новые партии деталей и интегрировать его в цифровые технологические цепочки.;;0;;;;;lYehZDyYYPKBIzsAgvtx;;0;0;0;0;http://project17325576.tilda.ws/tproduct/330983066072-stanok-tokarnii-patronno-tsentrovoi-s-ch",,,
