Tilda UID,Brand,SKU,Offers ID,Mark,Category,Title,Description,Text,Photo,Price,Quantity,Price Old,Editions,Modifications,External ID,Parent UID,Weight,Length,Width,Height,Url,Tabs:1,meta_title,meta_description
KOLZUBPERBABK.165_165_02_410,ТД РУССтанкоСбыт,KOLZUBPERBABK.165_165_02_410,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Валик колесо зубчатое 165_02_410 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 165_02_410.,"Запасная часть узла шпиндельной бабки; код 165_02_410.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,99600,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Валик колесо зубчатое 165_02_410 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 165_02_410.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02,..."
VALSPINDEL.BABKI.1M63.21.200,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.21.200,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63 21.200","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63 21.200","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63 21.200Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I... | ТД РУССтанкоСбыт","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63 21.200Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
VALSPINDEL.BABKI.1M63.02.294,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.02.294,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.294","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.294","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.294Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I... | ТД РУССтанкоСбыт","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.294Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
VALSPINDEL.BABKI.1M63.02.370,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.02.370,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.370","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.370","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.370Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I... | ТД РУССтанкоСбыт","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.370Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
VALSPINDEL.BABKI.1M63.21.199,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.21.199,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.21.199",Вал I (1-ой оси)1М63.21.199,"Вал I (1-ой оси)1М63.21.199Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I... | ТД РУССтанкоСбыт","Вал I (1-ой оси)1М63.21.199Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20,..."
VALSPINDEL.BABKI.1M63.02.170,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.02.170,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси) 1М63.02.170",Вал II (2-ой оси)1М63.02.170,"Вал II (2-ой оси)1М63.02.170Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II... | ТД РУССтанкоСбыт","Вал II (2-ой оси)1М63.02.170Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20,..."
VALSPINDEL.BABKI.1M63.02.171,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.02.171,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.171","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.171","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.171Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II... | ТД РУССтанкоСбыт","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.171Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
VALSPINDEL.BABKI.1M63.02.172,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.02.172,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.172","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.172","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.172Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II... | ТД РУССтанкоСбыт","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.172Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
VALSPINDEL.BABKI.1M63.02.331,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.02.331,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.331","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.331","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.331Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II... | ТД РУССтанкоСбыт","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.331Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
VALSPINDEL.BABKI.1M63.21.228,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.21.228,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.21.228","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.21.228","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.21.228Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II... | ТД РУССтанкоСбыт","валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.21.228Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
VALSPINDEL.BABKI.1M63.21.215,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.21.215,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.21.215","Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.215. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кине","Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.215. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 163, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III... | ТД РУССтанкоСбыт","Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.215. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал..."
VALSPINDEL.BABKI.1M63.21.216,ТД РУССтанкоСбыт,VALSPINDEL.BABKI.1M63.21.216,,Станки,Станки>>>Станки токарные,"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.21.216","Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.216. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кине","Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.216. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 163, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III... | ТД РУССтанкоСбыт","Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.216. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал..."
