name,description,meta_title,meta_description
Колесо зубчатое 164.02.173,"Колесо зубчатое 164.02.173 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков токарных станков. Устанавливается в соответствии с кинематической схемой.

Позиция 28 по кинематической схеме
Число зубьев: 38
Ширина венца: 50 мм

При подборе сверяйте каталожный номер: 164.02.173.",164.02.173 шпиндельной бабки станка 1 — купить | ТД РУССтанкоСбыт,"Купить 164.02.173 для шпиндельной бабки 164. поз. 28, z=38. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Шарико-винтовая пара (ШВП) 30.06.600,"Шарико-винтовая пара (ШВП) 30.06.600 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках с ЧПУ.

При подборе сверяйте каталожный номер: 30.06.600.",ШВП 30.06.600 — купить | ТД РУССтанкоСбыт,Купить ШВП 30.06.600. Точные линейные перемещения для станков с ЧПУ. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1658.07.163,"Колесо зубчатое 1658.07.163 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 163, 1658. Устанавливается в соответствии с кинематической схемой.

Позиция 68 по кинематической схеме
Число зубьев: 51
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1658.07.163.",1658.07.163 коробки подач станка 1658 — купить | ТД РУССтанкоСбыт,"Купить 1658.07.163 для коробки подач 1658, 163. поз. 68, z=51. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1А64.02.850,"Колесо зубчатое 1А64.02.850 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 17 по кинематической схеме
Число зубьев: 36
Модуль: 5.0
Ширина венца: 30 мм

При подборе сверяйте каталожный номер: 1А64.02.850.",1А64.02.850 шпиндельной бабки станка — купить | ТД РУССтанкоСбыт,"Купить 1А64.02.850 для шпиндельной бабки 1А64. поз. 17, z=36, m=5.0. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 165.02.801,"Колесо зубчатое 165.02.801 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 165. Устанавливается в соответствии с кинематической схемой.

Позиция 14 по кинематической схеме
Число зубьев: 38
Модуль: 6.0
Ширина венца: 27 мм

При подборе сверяйте каталожный номер: 165.02.801.",165.02.801 шпиндельной бабки станка 1 — купить | ТД РУССтанкоСбыт,"Купить 165.02.801 для шпиндельной бабки 165. поз. 14, z=38, m=6.0. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Валик 1А64.06.403,"Валик 1А64.06.403 — вал фартука. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.06.403.",1А64.06.403 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.06.403 для станков 1А64. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Шарико-винтовая пара (ШВП) РТ717Ф3.18.000,"Шарико-винтовая пара (ШВП) РТ717Ф3.18.000 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках с ЧПУ.

При подборе сверяйте каталожный номер: РТ717Ф3.18.000.",ШВП РТ717Ф3.18.000 для станка РТ717Ф3 — купить | ТД РУССтанкоСбыт,Купить шарико-винтовую пару РТ717Ф3.18.000 для станка РТ717Ф3. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт.
Накатное устройство РТ30101.41.000,"Накатное устройство РТ30101.41.000 — запасная часть для токарного станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: РТ30101.41.000.",РТ30101.41.000 для РТ30101 — купить | ТД РУССтанкоСбыт,Купить РТ30101.41.000 для РТ30101. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63.21.368,"Колесо зубчатое 1М63.21.368 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 2 по кинематической схеме
Число зубьев: 40

При подборе сверяйте каталожный номер: 1М63.21.368.",1М63.21.368 шпиндельной бабки станка — купить | ТД РУССтанкоСбыт,"Купить 1М63.21.368 для шпиндельной бабки 1М63. поз. 2, z=40. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 1М63Б.70.271,"Вал 1М63Б.70.271 — вал коробки подач. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63Б.

При подборе сверяйте каталожный номер: 1М63Б.70.271.",1М63Б.70.271 для 1М63Б — купить | ТД РУССтанкоСбыт,Купить 1М63Б.70.271 для станков 1М63Б. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Револьверная головка РТ755Ф3,"Револьверная головка РТ755Ф3 — револьверная головка токарного станка с ЧПУ. Обеспечивает автоматическую смену инструмента в процессе обработки.

Применяется на токарных станках с ЧПУ.

Подбор по каталогу и чертежам заказчика.",Револьверная головка РТ755Ф3 — купить | ТД РУССтанкоСбыт,Купить Револьверная головка РТ755Ф3. Поставка и ремонт. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1Н65.71.165,"Колесо зубчатое 1Н65.71.165 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1Н65, 165. Устанавливается в соответствии с кинематической схемой.

Позиция 109 по кинематической схеме
Число зубьев: 44
Модуль: 2.5
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1Н65.71.165.",1Н65.71.165 коробки подач станка 1Н65 — купить | ТД РУССтанкоСбыт,"Купить 1Н65.71.165 для коробки подач 1Н65, 165. поз. 109, z=44, m=2.5. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Валик 1Н65.69.180,"Валик 1Н65.69.180 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1Н65.

При подборе сверяйте каталожный номер: 1Н65.69.180.",1Н65.69.180 для 1Н65 — купить | ТД РУССтанкоСбыт,Купить 1Н65.69.180 для станков 1Н65. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 164.06.164,"Колесо зубчатое 164.06.164 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков токарных станков. Устанавливается в соответствии с кинематической схемой.

Позиция 117 по кинематической схеме
Число зубьев: 30
Ширина венца: 25 мм

При подборе сверяйте каталожный номер: 164.06.164.",164.06.164 фартука станка 164 — купить | ТД РУССтанкоСбыт,"Купить 164.06.164 для фартука 164. поз. 117, z=30. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 1М63.71.206,"Вал 1М63.71.206 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.71.206.",1М63.71.206 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.71.206 для станков 1М63. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 16М50.70.155,"Колесо зубчатое 16М50.70.155 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 111 по кинематической схеме
Число зубьев: 51
Модуль: 2.5
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.155.",16М50.70.155 коробки подач станка 16М — купить | ТД РУССтанкоСбыт,"Купить 16М50.70.155 для коробки подач 16М50, 6М50. поз. 111, z=51, m=2.5. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 1М63.61.232,"Вал 1М63.61.232 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.61.232.",1М63.61.232 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.61.232 для станков 1М63. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63.21.364,"Колесо зубчатое 1М63.21.364 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 1 по кинематической схеме
Число зубьев: 44
Модуль: 3.0
Ширина венца: 19 мм

При подборе сверяйте каталожный номер: 1М63.21.364.",1М63.21.364 шпиндельной бабки станка — купить | ТД РУССтанкоСбыт,"Купить 1М63.21.364 для шпиндельной бабки 1М63. поз. 1, z=44, m=3.0. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 2840П.64.205 привода стола станка 2840П,"Вал 2840П.64.205 привода стола станка 2840П — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 2840П.64.205.",2840П.64.205 для 2840П — купить | ТД РУССтанкоСбыт,Купить 2840П.64.205 для станков 2840П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1М63.21.394,"Вал 1М63.21.394 — вал шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.21.394.",1М63.21.394 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.21.394 для станков 1М63. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1Н983.20.292,"Вал 1Н983.20.292 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.20.292.",1Н983.20.292 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.20.292 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Б.70.210,"Колесо зубчатое 1М63Б.70.210 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 48 по кинематической схеме
Число зубьев: 32
Модуль: 3.0
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1М63Б.70.210.",1М63Б.70.210 станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.70.210 для коробки подач 1М63Б. поз. 48, z=32, m=3.0. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Шарико-винтовая пара (ШВП) 16К20Т1.158.000.000/020,"Шарико-винтовая пара (ШВП) 16К20Т1.158.000.000/020 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках 16К20.

При подборе сверяйте каталожный номер: 16К20Т1.158.000.000.",ШВП 16К20Т1.158.000.000 для станка 16 — купить | ТД РУССтанкоСбыт,Купить шарико-винтовую пару 16К20Т1.158.000.000 для станка 16К20. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Б.70.227,"Колесо зубчатое 1М63Б.70.227 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 70 по кинематической схеме
Число зубьев: 55
Ширина венца: 13 мм

При подборе сверяйте каталожный номер: 1М63Б.70.227.",1М63Б.70.227 станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.70.227 для коробки подач 1М63Б. поз. 70, z=55. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Шкив 1М63.21.053,"Шкив 1М63.21.053 — шкив привода главного движения токарного станка. Обеспечивает клиноременную передачу от электродвигателя к шпиндельной бабке.

Применяется на станках 1М63.

Позиция 121 по кинематической схеме
Ширина венца: 280 мм

При подборе сверяйте каталожный номер: 1М63.21.053.",1М63.21.053 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.21.053 для 1М63. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Зубчатое колесо 16М50.70.162,"Зубчатое колесо 16М50.70.162 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 105 по кинематической схеме
Число зубьев: 42
Модуль: 2.75
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.162.",16М50.70.162 коробки подач станка 16М — купить | ТД РУССтанкоСбыт,"Купить 16М50.70.162 для коробки подач 16М50, 6М50. поз. 105, z=42, m=2.75. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 1А64.02.445,"Вал 1А64.02.445 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.02.445.",1А64.02.445 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.02.445 для станков 1А64. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1М63Б.70.204,"Вал 1М63Б.70.204 — вал коробки подач. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63Б.

При подборе сверяйте каталожный номер: 1М63Б.70.204.",1М63Б.70.204 для 1М63Б — купить | ТД РУССтанкоСбыт,Купить 1М63Б.70.204 для станков 1М63Б. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Валик 1М63.21.196,"Валик 1М63.21.196 — вал шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.21.196.",1М63.21.196 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.21.196 для станков 1М63. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1А64.02.943,"Вал 1А64.02.943 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.02.943.",1А64.02.943 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.02.943 для станков 1А64. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Шарико-винтовая пара (ШВП) 16М30Ф3.56.000,"Шарико-винтовая пара (ШВП) 16М30Ф3.56.000 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках 16М30.

При подборе сверяйте каталожный номер: 16М30Ф3.56.000.",ШВП 16М30Ф3.56.000 для станка 16М30 — купить | ТД РУССтанкоСбыт,"Купить шарико-винтовую пару 16М30Ф3.56.000 для станка 16М30, 6М30Ф3. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт."
Вал 1М63.71.210,"Вал 1М63.71.210 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.71.210.",1М63.71.210 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.71.210 для станков 1М63. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.07.257,"Колесо зубчатое 1А64.07.257 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 39 по кинематической схеме
Число зубьев: 54
Модуль: 2.5
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1А64.07.257.",1А64.07.257 коробки подач станка 1А64 — купить | ТД РУССтанкоСбыт,"Купить 1А64.07.257 для коробки подач 1А64. поз. 39, z=54, m=2.5. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 165.02.372,"Колесо зубчатое 165.02.372 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 165. Устанавливается в соответствии с кинематической схемой.

Позиция 24 по кинематической схеме
Число зубьев: 40
Ширина венца: 50 мм

При подборе сверяйте каталожный номер: 165.02.372.",165.02.372 шпиндельной бабки станка 1 — купить | ТД РУССтанкоСбыт,"Купить 165.02.372 для шпиндельной бабки 165. поз. 24, z=40. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 1Н983.70.150,"Вал 1Н983.70.150 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.70.150.",1Н983.70.150 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.70.150 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Н.08.176,"Колесо зубчатое 1М63Н.08.176 — зубчатое колесо Сменные шестерни. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в Сменные шестерни токарно-винторезных станков 1М63Н. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 84

При подборе сверяйте каталожный номер: 1М63Н.08.176.",1М63Н.08.176 станка 1М63Н — купить | ТД РУССтанкоСбыт,Купить 1М63Н.08.176 для Сменные шестерни 1М63Н. z=84. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо червячное 165.03.033,"Колесо червячное 165.03.033 — запасная часть для токарного станка.

Применяется на станках 165.

Позиция 153 по кинематической схеме
Число зубьев: 20
Ширина венца: 50 мм

При подборе сверяйте каталожный номер: 165.03.033.",165.03.033 для 165 — купить | ТД РУССтанкоСбыт,Купить 165.03.033 для 165. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.07.254,"Колесо зубчатое 1А64.07.254 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 40 по кинематической схеме
Число зубьев: 48
Ширина венца: 18 мм

При подборе сверяйте каталожный номер: 1А64.07.254.",1А64.07.254 коробки подач станка 1А64 — купить | ТД РУССтанкоСбыт,"Купить 1А64.07.254 для коробки подач 1А64. поз. 40, z=48. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1А64.02.864,"Колесо зубчатое 1А64.02.864 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 8 по кинематической схеме
Число зубьев: 35
Ширина венца: 30 мм

При подборе сверяйте каталожный номер: 1А64.02.864.",1А64.02.864 шпиндельной бабки станка — купить | ТД РУССтанкоСбыт,"Купить 1А64.02.864 для шпиндельной бабки 1А64. поз. 8, z=35. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Червяк 1А64.06.437,"Червяк 1А64.06.437 — червяк фартука. Обеспечивает передачу движения в червячной передаче.

Применяется на станках 1А64.

Позиция 119 по кинематической схеме
Число зубьев: 4
Ширина венца: 77 мм

При подборе сверяйте каталожный номер: 1А64.06.437.",1А64.06.437 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.06.437 для 1А64. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Вал 1М63Б.61.193,"Вал 1М63Б.61.193 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63Б.

При подборе сверяйте каталожный номер: 1М63Б.61.193.",1М63Б.61.193 для 1М63Б — купить | ТД РУССтанкоСбыт,Купить 1М63Б.61.193 для станков 1М63Б. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Валик 1А64.02.881,"Валик 1А64.02.881 — вал шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.02.881.",1А64.02.881 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.02.881 для станков 1А64. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Шкив 1М63.14.030,"Шкив 1М63.14.030 — шкив привода главного движения токарного станка. Обеспечивает клиноременную передачу от электродвигателя к шпиндельной бабке.

Применяется на станках 1М63.

Позиция 120 по кинематической схеме
Ширина венца: 200 мм

При подборе сверяйте каталожный номер: 1М63.14.030.",1М63.14.030 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.14.030 для 1М63. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.07.212,"Колесо зубчатое 1А64.07.212 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 55 по кинематической схеме
Число зубьев: 68
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1А64.07.212.",1А64.07.212 коробки подач станка 1А64 — купить | ТД РУССтанкоСбыт,"Купить 1А64.07.212 для коробки подач 1А64. поз. 55, z=68. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 1Н65.71.152,"Вал 1Н65.71.152 — вал коробки подач. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1Н65.

При подборе сверяйте каталожный номер: 1Н65.71.152.",1Н65.71.152 для 1Н65 — купить | ТД РУССтанкоСбыт,Купить 1Н65.71.152 для станков 1Н65. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Блок шестерня четвертой оси m-4,"Блок шестерня четвертой оси m-4 — блок зубчатых колёс шпиндельной бабки. Применяется для переключения скоростей в коробке скоростей станка.

Устанавливается в шпиндельной бабке токарных станков. Перемещается по шлицевому валу.

Подбор по каталогу и чертежам заказчика.",Блок шестерня четвертой оси m-4 — купить | ТД РУССтанкоСбыт,Купить Блок шестерня четвертой оси m-4. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Б.08.163,"Колесо зубчатое 1М63Б.08.163 — зубчатое колесо Сменные шестерни. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в Сменные шестерни токарно-винторезных станков 1М63Б, 163. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 54
Модуль: 2.0
Ширина венца: 20 мм

При подборе сверяйте каталожный номер: 1М63Б.08.163.",1М63Б.08.163 станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.08.163 для Сменные шестерни 1М63Б, 163. z=54, m=2.0. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 6Т83Г-1.60.263Б привода стола станка 6Т83Г-1,"Вал 6Т83Г-1.60.263Б привода стола станка 6Т83Г-1 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6Т83Г-1.60.263Б.",6Т83Г-1.60.263Б для 6Т83Г — купить | ТД РУССтанкоСбыт,Купить 6Т83Г-1.60.263Б для станков 6Т83Г. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63.61.197,"Колесо зубчатое 1М63.61.197 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 108 по кинематической схеме
Число зубьев: 26
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1М63.61.197.",1М63.61.197 фартука станка 1М63 — купить | ТД РУССтанкоСбыт,"Купить 1М63.61.197 для фартука 1М63. поз. 108, z=26. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1А64.02.381,"Колесо зубчатое 1А64.02.381 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 19 по кинематической схеме
Число зубьев: 24
Ширина венца: 60 мм

При подборе сверяйте каталожный номер: 1А64.02.381.",1А64.02.381 шпиндельной бабки станка — купить | ТД РУССтанкоСбыт,"Купить 1А64.02.381 для шпиндельной бабки 1А64. поз. 19, z=24. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 2825П.24.181 коробки подач станка 2825П,"Вал 2825П.24.181 коробки подач станка 2825П — вал коробки подач токарного станка. Обеспечивает передачу движения подач.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 2825П.24.181.",2825П.24.181 для 2825П — купить | ТД РУССтанкоСбыт,Купить 2825П.24.181 для станков 2825П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Б.60.283,"Колесо зубчатое 1М63Б.60.283 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 142 по кинематической схеме
Число зубьев: 69
Ширина венца: 9 мм

При подборе сверяйте каталожный номер: 1М63Б.60.283.",1М63Б.60.283 фартука станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.60.283 для фартука 1М63Б. поз. 142, z=69. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Шарико-винтовая пара (ШВП) 16К20Т1.153.000.000/010/020,"Шарико-винтовая пара (ШВП) 16К20Т1.153.000.000/010/020 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках 16К20.

При подборе сверяйте каталожный номер: 16К20Т1.153.000.000.",ШВП 16К20Т1.153.000.000 для станка 16 — купить | ТД РУССтанкоСбыт,Купить шарико-винтовую пару 16К20Т1.153.000.000 для станка 16К20. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт.
Вал 16К40.70.152,"Вал 16К40.70.152 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 16К40.

При подборе сверяйте каталожный номер: 16К40.70.152.",16К40.70.152 для 16К40 — купить | ТД РУССтанкоСбыт,Купить 16К40.70.152 для станков 16К40. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
